Kode Item,Deskripsi,Presence Count,H_norm,Max Share,Wilayah Dominan,Label
P3950R180,PRI VTCH SYN SH ROUND SZ 18/0,2,0.9403,0.6429,Jakarta Pusat,Regional
P3950R30,PRI VTCH SYN SH ROUND SZ 3/0,2,0.7871,0.7647,Jakarta Pusat,Regional
P3950SL100,PRI VTCH SYN SH SHORT LINR SZ 10/0,2,0.7219,0.8000,Jakarta Timur,Regional
P3950SP180,PRI VTCH SYN SH SPOTTER SZ 18/0,2,0.5294,0.8800,Jakarta Timur,Regional
P3950ST025,PRI VTCH SYN SH STROKE SZ 1/4 IN,2,1.0000,0.5000,"Jakarta Pusat, Jakarta Timur",Regional
P3950ST050,PRI VTCH SYN SH STROKE SZ 1/2 IN,2,0.9710,0.6000,Jakarta Pusat,Regional
P4750AQ050,PRI NPTUN SYN SH AQRLE SZ 1/2 IN,2,0.9710,0.6000,Jakarta Timur,Regional
P4750AQ075,PRI NPTUN SYN SH AQRLE SZ 3/4 IN,2,0.9710,0.6000,Jakarta Timur,Regional
P4750DG025,PRI NPTUN SYN SH DAGGER SZ 1/4 IN,2,0.5917,0.8571,Jakarta Timur,Regional
P4750DG038,PRI NPTUN SYN SH DAGGER SZ 3/8 IN,2,0.7219,0.8000,Jakarta Pusat,Regional
P4750DG050,PRI NPTUN SYN SH DAGGER SZ 1/2 IN,2,1.0000,0.5000,"Jakarta Pusat, Jakarta Timur",Regional
P4750OW050,PRI NPTUN SYN SH OVAL WASH SZ 1/2 IN,2,0.9852,0.5714,Jakarta Timur,Regional
P4750R0,PRI NPTUN SYN SH ROUND SZ 0,2,0.8113,0.7500,Jakarta Timur,Regional
P4750R10,PRI NPTUN SYN SH ROUND SZ 10,2,0.8113,0.7500,Jakarta Timur,Regional
P4750R2,PRI NPTUN SYN SH ROUND SZ 2,2,1.0000,0.5000,"Jakarta Pusat, Jakarta Timur",Regional
P4750R6,PRI NPTUN SYN SH ROUND SZ 6,2,0.9968,0.5333,Jakarta Timur,Regional
P4750R8,PRI NPTUN SYN SH ROUND SZ 8,2,0.9799,0.5833,Jakarta Timur,Regional
P4750SC1,PRI NPTUN SYN SH SCRIPT LINER SZ 1,2,0.8113,0.7500,Jakarta Timur,Regional
P4750SC4,PRI NPTUN SYN SH SCRIPT LINER SZ 4,2,0.9710,0.6000,Jakarta Timur,Regional
P4850R0,PRI ELITE SYN SH ROUND SZ 0,2,0.7219,0.8000,Jakarta Timur,Regional
P4850R2,PRI ELITE SYN SH ROUND SZ 2,2,0.8113,0.7500,Jakarta Pusat,Regional
P4850R30,PRI ELITE SYN SH ROUND SZ 3/0,2,0.6500,0.8333,Jakarta Timur,Regional
P4850R4,PRI ELITE SYN SH ROUND SZ 4,2,0.9183,0.6667,Jakarta Pusat,Regional
P4850R50,PRI ELITE SYN SH ROUND SZ 5/0,2,0.9911,0.5556,Jakarta Timur,Regional
100516109,"CANSON ART BOOK MIX MEDIA 40S 17,8x25,4 224G",1,0.0000,1.0000,Jakarta Timur,Lokal
100516110,"CANSON ART BOOK MIX MEDIA 40S 22,9x30,5 224G",1,0.0000,1.0000,Jakarta Timur,Lokal
100720016,CANSON HERITAGE 12S 23X31 CP 300G,1,0.0000,1.0000,Jakarta Utara,Lokal
100720018,CANSON HERITAGE 12S 23X31 HP 300G,1,0.0000,1.0000,Jakarta Utara,Lokal
100720020,CANSON HERITAGE 12S 23X31 RG 300G,1,0.0000,1.0000,Jakarta Utara,Lokal
100720027,"CANSON HERITAGE 1,52 x 4,57 m CP 300G",1,0.0000,1.0000,Jakarta Pusat,Lokal
1020720,LYRA ORLOW TECHNO 2.0,1,0.0000,1.0000,Jakarta Utara,Lokal
111014001,Georgian Oil 38ml Zinc White,1,0.0000,1.0000,Jakarta Pusat,Lokal
111014007,Georgian Oil 38ml Mixing White,1,0.0000,1.0000,Jakarta Pusat,Lokal
111014035,Georgian Oil 38ml Lamp Black,1,0.0000,1.0000,Jakarta Pusat,Lokal
111014065,Georgian Oil 38ml Paynes Grey,1,0.0000,1.0000,Jakarta Pusat,Lokal
111014110,Georgian Oil 38ml Cobalt Blue,1,0.0000,1.0000,Jakarta Pusat,Lokal
111014111,Georgian Oil 38ml Cobalt Blue Hue,1,0.0000,1.0000,Jakarta Pusat,Lokal
111014112,Georgian Oil 38ml Coeruleum,1,0.0000,1.0000,Jakarta Pusat,Lokal
111014128,Georgian Oil 38ml Light Hue,1,0.0000,1.0000,Jakarta Pusat,Lokal
111014135,Georgian Oil 38ml Prussian Blue,1,0.0000,1.0000,Jakarta Pusat,Lokal
111014142,Georgian Oil 38ml Primary Cyan,1,0.0000,1.0000,Jakarta Pusat,Lokal
111014223,Georgian Oil 38ml Burnt Umber,1,0.0000,1.0000,Jakarta Pusat,Lokal
111014264,Georgian Oil 38ml Vandyke Brown (Hue),1,0.0000,1.0000,Jakarta Pusat,Lokal
111014338,Georgian Oil 38ml Emerald Green (Hue),1,0.0000,1.0000,Jakarta Pusat,Lokal
111014347,Georgian Oil 38ml Permanent Green Light,1,0.0000,1.0000,Jakarta Pusat,Lokal
111014352,Georgian Oil 38ml Hookers Green,1,0.0000,1.0000,Jakarta Pusat,Lokal
111014361,Georgian Oil 38ml Phthalo Green,1,0.0000,1.0000,Jakarta Pusat,Lokal
111014379,Georgian Oil 38ml Terre Verte (Hue),1,0.0000,1.0000,Jakarta Pusat,Lokal
111014382,Georgian Oil 38ml Viridian Hue,1,0.0000,1.0000,Jakarta Timur,Lokal
111014388,Georgian Oil 38ml Yellow Green,1,0.0000,1.0000,Jakarta Pusat,Lokal
111014406,Georgian Oil 38ml Cobalt Violet (Hue),1,0.0000,1.0000,Jakarta Pusat,Lokal
111014409,Georgian Oil 38ml Primary Magenta,1,0.0000,1.0000,Jakarta Pusat,Lokal
111014413,Georgian Oil 38ml Permament  Mauve,1,0.0000,1.0000,Jakarta Pusat,Lokal
111014442,Georgian Oil 38ml Violet Grey,1,0.0000,1.0000,Jakarta Pusat,Lokal
111014502,Georgian Oil 38ml Cadmium Red Hue,1,0.0000,1.0000,Jakarta Pusat,Lokal
111014512,Georgian Oil 38ml Pyrrole Red,1,0.0000,1.0000,Jakarta Pusat,Lokal
111014523,Georgian Oil 38ml Indian Red,1,0.0000,1.0000,Jakarta Pusat,Lokal
111014561,Georgian Oil 38ml Rose Madder (Quin),1,0.0000,1.0000,Jakarta Pusat,Lokal
111014571,Georgian Oil 38ml Scarlet Lake,1,0.0000,1.0000,Jakarta Pusat,Lokal
111014617,Georgian Oil 38ml Cadmium Yellow Pale H,1,0.0000,1.0000,Jakarta Pusat,Lokal
111014618,Georgian Oil 38ml Cadmium Yellow Deep H,1,0.0000,1.0000,Jakarta Pusat,Lokal
111014619,Georgian Oil 38ml Cadmium Orange (Hue),1,0.0000,1.0000,Jakarta Pusat,Lokal
111014620,Georgian Oil 38ml Cadmium Yellow,1,0.0000,1.0000,Jakarta Pusat,Lokal
111014627,Georgian Oil 38ml Primary Yellow,1,0.0000,1.0000,Jakarta Pusat,Lokal
111014628,Georgian Oil 38ml Pyrrole Orange,1,0.0000,1.0000,Jakarta Pusat,Lokal
111014635,Georgian Oil 38ml Naples Yellow,1,0.0000,1.0000,Jakarta Pusat,Lokal
111014667,Georgian Oil 38ml Raw Sienna,1,0.0000,1.0000,Jakarta Pusat,Lokal
111225001,Georgian Oil 225ml Zinc White,1,0.0000,1.0000,Jakarta Pusat,Lokal
111225003,Georgian Oil 225ml Underpainting White,1,0.0000,1.0000,Jakarta Pusat,Lokal
111225007,Georgian Oil 225ml Mixing White,1,0.0000,1.0000,Jakarta Pusat,Lokal
111225009,Georgian Oil 225ml Titanium White,1,0.0000,1.0000,Jakarta Pusat,Lokal
111225024,Georgian Oil 225ml Buff Titanium,1,0.0000,1.0000,Jakarta Pusat,Lokal
111225034,GEORGIAN OIL 225ML IVORY BLACK,1,0.0000,1.0000,Jakarta Pusat,Lokal
111225035,Georgian Oil 225ml Lamp Black,1,0.0000,1.0000,Jakarta Pusat,Lokal
111225065,Georgian Oil 225ml Paynes Grey,1,0.0000,1.0000,Jakarta Pusat,Lokal
111225111,Georgian Oil 225ml Cobalt Blue Hue,1,0.0000,1.0000,Jakarta Pusat,Lokal
111225112,Georgian Oil 225ml Coeruleum,1,0.0000,1.0000,Jakarta Pusat,Lokal
111225113,Georgian Oil 225ml Coeruleum Hue,1,0.0000,1.0000,Jakarta Pusat,Lokal
111225123,Georgian Oil 225ml French Ultramarine,1,0.0000,1.0000,Jakarta Pusat,Lokal
111225133,Georgian Oil 225ml Blue Grey,1,0.0000,1.0000,Jakarta Pusat,Lokal
111225135,Georgian Oil 225ml Prussian Blue,1,0.0000,1.0000,Jakarta Pusat,Lokal
111225137,Georgian Oil 225ml Permanent Blue,1,0.0000,1.0000,Jakarta Pusat,Lokal
111225142,Georgian Oil 225ml Primary Cyan,1,0.0000,1.0000,Jakarta Pusat,Lokal
111225221,Georgian Oil 225ml Burnt Sienna,1,0.0000,1.0000,Jakarta Pusat,Lokal
111225223,Georgian Oil 225ml Burnt Umber,1,0.0000,1.0000,Jakarta Pusat,Lokal
111225247,Georgian Oil 225ml Raw Umber,1,0.0000,1.0000,Jakarta Pusat,Lokal
111225264,Georgian Oil 225ml Vandyke Brown Hue,1,0.0000,1.0000,Jakarta Pusat,Lokal
111225338,Georgian Oil 225ml Emerald Green Hue,1,0.0000,1.0000,Jakarta Pusat,Lokal
111225347,Georgian Oil 225ml Permanent Green Light,1,0.0000,1.0000,Jakarta Pusat,Lokal
111225352,Georgian Oil 225ml Hookers Green,1,0.0000,1.0000,Jakarta Pusat,Lokal
111225361,Georgian Oil 225ml Phthalo Green,1,0.0000,1.0000,Jakarta Pusat,Lokal
111225375,Georgian Oil 225ml Sap Green,1,0.0000,1.0000,Jakarta Pusat,Lokal
111225379,Georgian Oil 225ml Terre Verte Hue,1,0.0000,1.0000,Jakarta Pusat,Lokal
111225382,Georgian Oil 225ml Viridian Hue,1,0.0000,1.0000,Jakarta Pusat,Lokal
111225388,Georgian Oil 225ml Yellow Green,1,0.0000,1.0000,Jakarta Pusat,Lokal
111225406,Georgian Oil 225ml Cobalt Violet (Hue),1,0.0000,1.0000,Jakarta Pusat,Lokal
111225409,Georgian Oil 225ml Primary Magenta,1,0.0000,1.0000,Jakarta Pusat,Lokal
111225413,Georgian Oil 225ml Permanent Mauve,1,0.0000,1.0000,Jakarta Pusat,Lokal
111225442,Georgian Oil 225ml Violet Grey,1,0.0000,1.0000,Jakarta Pusat,Lokal
111225502,Georgian Oil 225ml Cadmium Red Hue,1,0.0000,1.0000,Jakarta Pusat,Lokal
111225503,Georgian Oil 225ml Cadmium Red,1,0.0000,1.0000,Jakarta Pusat,Lokal
111225504,Georgian Oil 225ml Cadmium Red Deep Hue,1,0.0000,1.0000,Jakarta Pusat,Lokal
111225505,Georgian Oil 225ml Cadmium Red Light Hue,1,0.0000,1.0000,Jakarta Pusat,Lokal
111225512,Georgian Oil 225ml Pyrrole Red,1,0.0000,1.0000,Jakarta Pusat,Lokal
111225515,Simply AC G Taklon SH Brush Set 4pc #4,1,0.0000,1.0000,Jakarta Pusat,Lokal
111225523,Georgian Oil 225ml Indian Red,1,0.0000,1.0000,Jakarta Pusat,Lokal
111225531,Georgian Oil 225ml Brilliant Rose,1,0.0000,1.0000,Jakarta Pusat,Lokal
111225561,Georgian Oil 225ml Rose Madder,1,0.0000,1.0000,Jakarta Pusat,Lokal
111225571,Georgian Oil 225ml Scarlet Lake,1,0.0000,1.0000,Jakarta Pusat,Lokal
111225577,Georgian Oil 225ml Flesh Tint,1,0.0000,1.0000,Jakarta Pusat,Lokal
111225583,Georgian Oil 225ml Venetian Red,1,0.0000,1.0000,Jakarta Pusat,Lokal
111225588,Georgian Oil 225ml Vermilion Hue,1,0.0000,1.0000,Jakarta Pusat,Lokal
111225616,Georgian Oil 225ml Cadmium Yellow Hue,1,0.0000,1.0000,Jakarta Pusat,Lokal
111225617,Georgian Oil 225ml Cad Yellow Pale Hue,1,0.0000,1.0000,Jakarta Pusat,Lokal
111225618,Georgian Oil 225ml Cadmium Yellow Deep H,1,0.0000,1.0000,Jakarta Pusat,Lokal
111225619,Georgian Oil 225ml Cadmium Orange Hue,1,0.0000,1.0000,Jakarta Pusat,Lokal
111225620,Georgian Oil 225ml Cadmium Yellow,1,0.0000,1.0000,Jakarta Pusat,Lokal
111225627,Georgian Oil 225ml Primary Yellow,1,0.0000,1.0000,Jakarta Pusat,Lokal
111225628,Georgian Oil 225ml Pyrrole Orange,1,0.0000,1.0000,Jakarta Pusat,Lokal
111225635,Georgian Oil 225ml Naples Yellow,1,0.0000,1.0000,Jakarta Pusat,Lokal
111225651,Georgian Oil 225ml Lemon Yellow,1,0.0000,1.0000,Jakarta Pusat,Lokal
111225663,Georgian Oil 225ml Yellow Ochre,1,0.0000,1.0000,Jakarta Pusat,Lokal
111225667,Georgian Oil 225ml Raw Sienna,1,0.0000,1.0000,Jakarta Pusat,Lokal
111900050,Georgian Oil 10x22ml Introduction Set,1,0.0000,1.0000,Jakarta Pusat,Lokal
111900150,Georgian Oil 6x22ml Starter Set,1,0.0000,1.0000,Jakarta Timur,Lokal
111900450,Georgian Oil 5x75ml Mixing Set,1,0.0000,1.0000,Jakarta Pusat,Lokal
114007004,Daler-Rowney 75ml Damar Varnish,1,0.0000,1.0000,Jakarta Pusat,Lokal
114007008,Daler-Rowney 75ml Paper Varnish,1,0.0000,1.0000,Jakarta Timur,Lokal
114007009,Daler-Rowney 75ml Poster/WColour Varnish,1,0.0000,1.0000,Jakarta Timur,Lokal
114007010,Daler-Rowney 75ml Retouching Varnish,1,0.0000,1.0000,Jakarta Pusat,Lokal
114007015,Daler-Rowney 75ml Linseed Stand Oil,1,0.0000,1.0000,Jakarta Pusat,Lokal
114007016,Daler-Rowney 75ml Turpentine L99,1,0.0000,1.0000,Jakarta Timur,Lokal
114007017,Daler-Rowney 75ml Purified Poppy Oil,1,0.0000,1.0000,Jakarta Pusat,Lokal
114007022,Daler-Rowney 75ml Alkyd Flow,1,0.0000,1.0000,Jakarta Pusat,Lokal
114007700,Daler-Rowney 75ml Painting Medium,1,0.0000,1.0000,Jakarta Pusat,Lokal
114007800,Daler-Rowney 75ml Picture Varnish,1,0.0000,1.0000,Jakarta Pusat,Lokal
114030010,Daler-Rowney 300ml Retouching Varnish,1,0.0000,1.0000,Jakarta Pusat,Lokal
114030014,Daler-Rowney 300ml Purified Linseed Oil,1,0.0000,1.0000,Jakarta Pusat,Lokal
114030016,Daler-Rowney 300ml Turpentine L69,1,0.0000,1.0000,Jakarta Utara,Lokal
114030024,Daler-Rowney 300ml Low Odour Thinner,1,0.0000,1.0000,Jakarta Pusat,Lokal
114030800,Daler-Rowney 300ml Picture Varnish,1,0.0000,1.0000,Jakarta Pusat,Lokal
114050014,Daler-Rowney 500ml Purified Linseed Oil,1,0.0000,1.0000,Jakarta Pusat,Lokal
114050016,Daler-Rowney 500ml Turpentine L99,1,0.0000,1.0000,Jakarta Pusat,Lokal
114050024,Daler-Rowney 500ml Low Odour Thinner,1,0.0000,1.0000,Jakarta Pusat,Lokal
114400800,400ml 800 CFC Free 100 Fl64,1,0.0000,1.0000,Jakarta Utara,Lokal
118500006,Simply Oil 6x12ml Set,1,0.0000,1.0000,Jakarta Timur,Lokal
118500100,Simply Oil 12x12ml Set,1,0.0000,1.0000,Jakarta Timur,Lokal
118500124,Simply Oil 24x12ml Set,1,0.0000,1.0000,Jakarta Timur,Lokal
1210100,2510-HB LYRA-ROBINSON GRAPHITE PENCIL HB,1,0.0000,1.0000,Jakarta Timur,Lokal
123075718,Graduate Acrylic 75ml Metallic Blue,1,0.0000,1.0000,Jakarta Timur,Lokal
123075719,Graduate Acrylic 75ml Metallic Green,1,0.0000,1.0000,Jakarta Timur,Lokal
123075720,Graduate Acrylic 75ml Metallic Red,1,0.0000,1.0000,Jakarta Timur,Lokal
123075721,Graduate Acrylic 75ml Metallic Brown,1,0.0000,1.0000,Jakarta Timur,Lokal
123075722,Graduate Acrylic 75ml Metallic Pink,1,0.0000,1.0000,Jakarta Timur,Lokal
126250004,Simply 250ml Gloss Medium,1,0.0000,1.0000,Jakarta Timur,Lokal
126250900,Simply 250ml Mother of Pearl Medium,1,0.0000,1.0000,Jakarta Timur,Lokal
126250901,Simply 250ml Acrylic Texture Medium,1,0.0000,1.0000,Jakarta Timur,Lokal
126300901,Simply Acrlic Markers x2 Gold & Silver,1,0.0000,1.0000,Jakarta Timur,Lokal
126300903,SIMPLY ACRYLIC MARKERS X5,1,0.0000,1.0000,Jakarta Timur,Lokal
126500306,Simply Acrylic Neon 6x12ml Set,1,0.0000,1.0000,Jakarta Timur,Lokal
126500910,Simply Acrylic Paint Set 40Pcs,1,0.0000,1.0000,Jakarta Timur,Lokal
126600924,Simply Gouache 24x12ml Set,1,0.0000,1.0000,Jakarta Timur,Lokal
126750026,Simply Acrylic 750ml Black,1,0.0000,1.0000,Jakarta Pusat,Lokal
126750123,Simply Acrylic 750ml Ultramarine,1,0.0000,1.0000,Jakarta Pusat,Lokal
126750205,Simply Acrylic 750ml Brown,1,0.0000,1.0000,Jakarta Pusat,Lokal
126750391,Simply Acrylic 750ml Medium Green,1,0.0000,1.0000,Jakarta Pusat,Lokal
126750547,Simply Acrylic 750ml Brilliant Red,1,0.0000,1.0000,Jakarta Pusat,Lokal
126750651,Simply Acrylic 750ml Lemon Yellow,1,0.0000,1.0000,Jakarta Pusat,Lokal
128010017,Daler-Rowney 1Lt Texture Paste,1,0.0000,1.0000,Jakarta Timur,Lokal
128075007,Daler-Rowney 75ml Soluble Matt Varnish,1,0.0000,1.0000,Jakarta Utara,Lokal
128075015,Daler-Rowney 75ml Impasto Gel Gloss,1,0.0000,1.0000,Jakarta Timur,Lokal
128075026,Daler-Rowney 75ml Decoupage Medium,1,0.0000,1.0000,Jakarta Timur,Lokal
128075116,Daler-Rowney 75ml Impasto Gel Matt,1,0.0000,1.0000,Jakarta Timur,Lokal
128075709,Daler-Rowney 75ml Shimmering Gold,1,0.0000,1.0000,Jakarta Timur,Lokal
128250013,Daler-Rowney 250ml Artist Gesso Black,1,0.0000,1.0000,Jakarta Timur,Lokal
128250017,Daler-Rowney 250ml Texture Paste,1,0.0000,1.0000,Jakarta Timur,Lokal
128500006,Daler-Rowney 500ml Artist Gesso White,1,0.0000,1.0000,Jakarta Timur,Lokal
128500017,Daler-Rowney 500ml Texture Paste,1,0.0000,1.0000,Jakarta Timur,Lokal
128900125,System3 Acrylic 5x75ml Shimmering Set,1,0.0000,1.0000,Jakarta Timur,Lokal
129059006,System3 Acrylic 59ml Zinc White,1,0.0000,1.0000,Jakarta Pusat,Lokal
129059009,System3 Acrylic 59ml Titanium White,1,0.0000,1.0000,Jakarta Pusat,Lokal
129059024,System3 Acrylic 59ml Buff Titanium,1,0.0000,1.0000,Jakarta Pusat,Lokal
129059036,System3 Acrylic 59ml Mars Black,1,0.0000,1.0000,Jakarta Pusat,Lokal
129059040,669 9B LYRA GRAPHITE PENCIL ART DESIGN 9B,1,0.0000,1.0000,Jakarta Pusat,Lokal
129059065,System3 Acrylic 59ml Paynes Grey,1,0.0000,1.0000,Jakarta Pusat,Lokal
129059078,System3 Acrylic 59ml Warm Grey,1,0.0000,1.0000,Jakarta Pusat,Lokal
129059100,Simply Acrylic 75ml Sl Neon Orange,1,0.0000,1.0000,Jakarta Pusat,Lokal
129059110,Fw Pearlescent 29.5ml Galactic Blue,1,0.0000,1.0000,Jakarta Pusat,Lokal
129059112,System3 Acrylic 59ml Coeruleum,1,0.0000,1.0000,Jakarta Pusat,Lokal
129059114,System3 Acrylic 59ml Wedgwood,1,0.0000,1.0000,Jakarta Pusat,Lokal
129059120,System3 Acrylic 59ml Process Cyan,1,0.0000,1.0000,Jakarta Pusat,Lokal
129059123,System3 Acrylic 59ml Ultramarine,1,0.0000,1.0000,Jakarta Pusat,Lokal
129059134,System3 Acrylic 59ml Prussian Blue,1,0.0000,1.0000,Jakarta Pusat,Lokal
129059142,System3 Acrylic 59ml Phthalo Blue,1,0.0000,1.0000,Jakarta Pusat,Lokal
129059154,System3 Acrylic 59ml Phthalo Turquoise,1,0.0000,1.0000,Jakarta Pusat,Lokal
129059221,System3 Acrylic 59ml Burnt Sienna,1,0.0000,1.0000,Jakarta Pusat,Lokal
129059223,System3 Acrylic 59ml Burnt Umber,1,0.0000,1.0000,Jakarta Pusat,Lokal
129059247,System3 Acrylic 59ml Raw Umber,1,0.0000,1.0000,Jakarta Pusat,Lokal
129059335,System3 Acrylic 59ml Emerald,1,0.0000,1.0000,Jakarta Pusat,Lokal
129059349,System3 Acrylic 59ml Fluorescent Green,1,0.0000,1.0000,Jakarta Pusat,Lokal
129059352,System3 Acrylic 59ml Hookers Green,1,0.0000,1.0000,Jakarta Pusat,Lokal
129059355,System3 Acrylic 59ml Leaf Green,1,0.0000,1.0000,Jakarta Pusat,Lokal
129059361,System3 Acrylic 59ml Phthalo Green,1,0.0000,1.0000,Jakarta Pusat,Lokal
129059367,System3 Acrylic 59ml Opaque Oxide Chrome,1,0.0000,1.0000,Jakarta Pusat,Lokal
129059368,System3 Acrylic 59ml Pale Olive Green,1,0.0000,1.0000,Jakarta Pusat,Lokal
129059375,System3 Acrylic 59ml Sap Green,1,0.0000,1.0000,Jakarta Pusat,Lokal
129059408,System3 Acrylic 59ml Deep Violet,1,0.0000,1.0000,Jakarta Pusat,Lokal
129059412,System3 Acrylic 59ml Magenta,1,0.0000,1.0000,Jakarta Pusat,Lokal
129059418,System3 Acrylic 59ml Velvet Purple,1,0.0000,1.0000,Jakarta Pusat,Lokal
129059433,System3 Acrylic 59ml Purple,1,0.0000,1.0000,Jakarta Pusat,Lokal
129059503,System3 Acrylic 59ml Cadmium Red Hue,1,0.0000,1.0000,Jakarta Pusat,Lokal
129059504,System3 Acrylic 59ml Cadmium Red Deep,1,0.0000,1.0000,Jakarta Pusat,Lokal
129059511,System3 Acrylic 59ml Cadmium Scarlet Hue,1,0.0000,1.0000,Jakarta Pusat,Lokal
129059513,System3 Acrylic 59ml Crimson,1,0.0000,1.0000,Jakarta Pusat,Lokal
129059538,System3 Acrylic 59ml Neon Pink,1,0.0000,1.0000,Jakarta Pusat,Lokal
129059544,System3 Acrylic 59ml Fluorescent Red,1,0.0000,1.0000,Jakarta Pusat,Lokal
129059578,System3 Acrylic 59ml Portrait Pink,1,0.0000,1.0000,Jakarta Pusat,Lokal
129059588,System3 Acrylic 59ml Vermilion Hue,1,0.0000,1.0000,Jakarta Pusat,Lokal
129059618,System3 Acrylic 59ml Cad Yellow Deep H,1,0.0000,1.0000,Jakarta Pusat,Lokal
129059619,System3 Acrylic 59ml Cadmium Orange,1,0.0000,1.0000,Jakarta Pusat,Lokal
129059620,System3 Acrylic 59ml Cadmium Yellow,1,0.0000,1.0000,Jakarta Pusat,Lokal
129059634,System3 Acrylic 59ml Naples Yellow,1,0.0000,1.0000,Jakarta Pusat,Lokal
129059638,System3 Acrylic 59ml Cad Orange Light H,1,0.0000,1.0000,Jakarta Pusat,Lokal
129059651,System3 Acrylic 59ml Lemon Yellow,1,0.0000,1.0000,Jakarta Pusat,Lokal
129059653,System3 Acrylic 59ml Fluorescent Orange,1,0.0000,1.0000,Jakarta Pusat,Lokal
129059663,System3 Acrylic 59ml Yellow Ochre,1,0.0000,1.0000,Jakarta Pusat,Lokal
129059667,System3 Acrylic 59ml Raw Sienna,1,0.0000,1.0000,Jakarta Pusat,Lokal
129059675,System3 Acrylic 59ml Process Yellow,1,0.0000,1.0000,Jakarta Pusat,Lokal
129059681,System3 Acrylic 59ml Fluorescent Yellow,1,0.0000,1.0000,Jakarta Pusat,Lokal
129059702,System3 Acrylic 59ml Silver,1,0.0000,1.0000,Jakarta Pusat,Lokal
129059707,System3 Acrylic 59ml Rich Gold Imit,1,0.0000,1.0000,Jakarta Pusat,Lokal
129059708,System3 Acrylic 59ml Pale Gold,1,0.0000,1.0000,Jakarta Pusat,Lokal
129100005,System3 Acrylic 6x22ml Starter Set,1,0.0000,1.0000,Jakarta Timur,Lokal
129100102,System3 2x150ml Titanium White Set,1,0.0000,1.0000,Jakarta Timur,Lokal
129150009,System3 Acrylic 150ml Titanium White,1,0.0000,1.0000,Jakarta Timur,Lokal
129150036,System3 Acrylic 150ml Mars Black,1,0.0000,1.0000,Jakarta Timur,Lokal
129150065,973K06 LYRA-FERBY NEON COLOUR PENCILS 6 COLOURS,1,0.0000,1.0000,Jakarta Pusat,Lokal
129150100,LYRA AQUA BRUSH DUO RAW SIENNA,1,0.0000,1.0000,Jakarta Pusat,Lokal
129150110,System3 Acrylic 150ml Cobalt Blue Hue,1,0.0000,1.0000,Jakarta Timur,Lokal
129150114,System3 Acrylic 150ml Wedgwood,1,0.0000,1.0000,Jakarta Timur,Lokal
129150221,LYRA SUPER FERBY LAC. METALIC 6 COLS,1,0.0000,1.0000,Jakarta Pusat,Lokal
129150349,LYRA AQUA BRUSH DUO VENETIAN RED,1,0.0000,1.0000,Jakarta Pusat,Lokal
129150367,GIOTTO DECOR ACRYLIC 25 ML DEEP YELLOW,1,0.0000,1.0000,Jakarta Pusat,Lokal
129150368,GIOTTO DECOR ACRYLIC 25 ML GOLDEN YELLOW,1,0.0000,1.0000,Jakarta Pusat,Lokal
129150412,System3 Acrylic 150ml Process Magenta,1,0.0000,1.0000,Jakarta Pusat,Lokal
129150418,System3 Acrylic 150ml Velvet Purple,1,0.0000,1.0000,Jakarta Timur,Lokal
129150538,LYRA AQUA BRUSH DUO BURNT OCHRE,1,0.0000,1.0000,Jakarta Pusat,Lokal
129150544,LYRA AQUA BRUSH DUO POMPEJAN RED,1,0.0000,1.0000,Jakarta Pusat,Lokal
129150588,LYRA GROOVE CARDBOARD BOX 10 COLS,1,0.0000,1.0000,Jakarta Pusat,Lokal
129150618,LYRA GRADUAET ACQUARELL METAL BOX 12 COLS,1,0.0000,1.0000,Jakarta Pusat,Lokal
129150653,LYRA AQUA BRUSH DUO INDIAN RED,1,0.0000,1.0000,Jakarta Pusat,Lokal
129150675,System3 Acrylic 150ml Process Yellow,1,0.0000,1.0000,Jakarta Pusat,Lokal
129150681,LYRA AQUA BRUSH DUO COLD GREY LIGHT,1,0.0000,1.0000,Jakarta Pusat,Lokal
129150707,System3 Acrylic 150ml Rich Gold Imit,1,0.0000,1.0000,Jakarta Timur,Lokal
131008001,Aquafine Watercolour 8ml Chinese White,1,0.0000,1.0000,Jakarta Pusat,Lokal
131008035,Aquafine Watercolour 8ml Lamp Black,1,0.0000,1.0000,Jakarta Pusat,Lokal
131008065,Aquafine Watercolour 8ml Paynes Grey,1,0.0000,1.0000,Jakarta Pusat,Lokal
131008110,Aquafine Watercolour 8ml Cobalt Blue Hue,1,0.0000,1.0000,Jakarta Pusat,Lokal
131008112,Aquafine Watercolour 8ml Coeruleum,1,0.0000,1.0000,Jakarta Pusat,Lokal
131008127,Aquafine Watercolour 8ml Indigo,1,0.0000,1.0000,Jakarta Pusat,Lokal
131008135,Aquafine Watercolour 8ml Prussian Blue,1,0.0000,1.0000,Jakarta Pusat,Lokal
131008142,Aquafine Watercolour 8ml Phthalo Blue,1,0.0000,1.0000,Jakarta Pusat,Lokal
131008221,Aquafine Watercolour 8ml Burnt Sienna,1,0.0000,1.0000,Jakarta Pusat,Lokal
131008247,Aquafine Watercolour 8ml Raw Umber,1,0.0000,1.0000,Jakarta Pusat,Lokal
131008251,Aquafine Watercolour 8ml Sepia Hue,1,0.0000,1.0000,Jakarta Pusat,Lokal
131008264,Aquafine Watercolour 8ml Vandyke Brown H,1,0.0000,1.0000,Jakarta Pusat,Lokal
